,1,2,3,label
57577,0.6884127754659763,0.42591729303812154,0.541327671183904,0
57578,0.21517584436944606,0.7055480181571312,0.1877224545408855,0
57579,0.444555114453869,0.3736597630312366,0.4461608280552794,0
57580,1.6979098877767091,0.29108697515838416,0.29542688496023634,0
57581,0.33046547639556095,1.4593259121515398,0.31320496211747956,0
57582,0.5151889282563177,0.48749358750463434,1.0552667166454526,0
57583,1.7012199851270393,0.17733113886084986,0.1771617252707523,0
57584,0.312982604836227,1.6712721564375896,0.35982165411333356,0
57585,0.2202527616263347,0.23336418887845592,1.476626397903476,0
57586,0.33172005035722213,0.31733751496082374,0.32334643853633865,0
57587,0.23861998150064018,0.32295700747065786,0.3071228969248812,0
57588,0.19822649312008533,0.1630279357922001,0.24307449952978863,0
57589,0.608715626326902,0.2790254817703284,0.2521396335017519,0
57590,0.3516676743676966,0.5859138177786387,0.27439464857696516,0
57591,0.46826057176312735,0.4538678061185469,0.608495971278638,0
57592,1.1132147773395102,0.3353415433371928,0.3180541860082007,0
57593,0.3610261372551095,0.7416001408959049,0.3433640826679788,0
57594,0.3859383510505298,0.43976316671703736,0.49339341078761056,0
57595,0.7176698797049166,0.26176845188733244,0.32538374135394416,0
57596,0.5280753722036723,0.9156546072432377,0.3628481183452471,0
57597,0.9853311238705337,0.914540237119744,0.9759862181724194,0
57598,2.388315942745625,0.36644009829885194,0.40403311687387794,0
57599,0.5284805207696134,2.5615962998452546,0.409047695100376,0
57600,0.7002048630045447,0.7698458080453454,1.796408709285831,0
57601,2.367310255571841,0.7412603171255095,0.7753299914904573,0
57602,1.971917228428771,2.52146288570437,0.6885156774057438,0
57603,2.3231736918456605,2.2477427457513834,2.6008196884853567,0
57604,2.320658373039436,2.2943017154637646,2.2363892798102,0
57605,1.9463453953172014,2.049675854041696,2.0141247333826175,0
57606,2.8776315795126535,2.484923812893671,2.7092527631176813,0
57607,0.5919578277649084,3.037339703086039,2.6596655725958307,0
57608,0.3620241793646685,0.5700279634335609,2.7134048046758603,0
57609,0.532441561392201,0.37873270815996984,0.5254612921453994,0
57610,0.8634447179802013,0.6062683054909805,0.5428945636688586,0
57611,0.5848119726006016,0.6689814140363219,0.5804074437899821,0
57612,0.9722395560073938,0.8771164283992544,1.1084975733405735,0
57613,1.2865629563240102,1.0081932590438254,0.9622550278695472,0
